run,sample_id,round,query_source,action,expected_gain,next_round,next_query_source,next_evidence_gain,next_has_gain,current_query,next_query
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,1,,refine_query,0.0,2,,0.0,False,How many members in the seats of the organization that enacted the Directory of Public Worship into law are members of the Scottish Government?,How many members of the Scottish Government were part of the organization that enacted the Directory of Public Worship into law?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,2,,refine_query,0.0,3,,0.0,False,How many members of the Scottish Government were part of the organization that enacted the Directory of Public Worship into law?,number of Scottish Government members in organization that enacted Directory of Public Worship
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,1,,refine_query,0.0,2,,0.5,True,What movement does the creator of the Washington Monument belong to?,creator of the Washington Monument and their movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,2,,refine_query,0.0,3,,0.0,False,creator of the Washington Monument and their movement,"movement of Robert Mills, creator of the Washington Monument"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,1,,refine_query,0.0,2,,0.0,False,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,1,,refine_query,0.0,2,,0.5,True,Who was the father of the person who issued the Tamworth manifesto?,father of Robert Peel
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,,refine_query,0.0,2,,0.5,True,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,Who is the spouse of Arnold Schwarzenegger?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,,refine_query,0.0,2,,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,show named after Politically Incorrect cast member new season release date
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,,refine_query,0.0,3,,0.0,False,show named after Politically Incorrect cast member new season release date,show named after Politically Incorrect cast member new season release date
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,,refine_query,0.0,2,,0.0,False,What administrative territorial entity includes the place where Bill Cockcroft was educated?,Bill Cockcroft education location administrative territorial entity
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,2,,refine_query,0.0,3,,0.0,False,Bill Cockcroft education location administrative territorial entity,Bill Cockcroft education location administrative territorial entity
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,,refine_query,0.0,2,,0.5,True,What other district is found in the same county as Gmina Stężyca?,"other districts in Ryki County, Lublin Voivodeship"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,2,,continue_search,0.0,3,,0.0,False,"other districts in Ryki County, Lublin Voivodeship","other districts in Ryki County, Lublin Voivodeship"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,1,,refine_query,0.0,2,,0.0,False,What is the mascot of the operator of RV Wecoma?,mascot of the operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,2,,refine_query,0.0,3,,0.0,False,mascot of the operator of RV Wecoma,mascot of operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,1,,refine_query,0.0,2,,0.0,False,When was the football star who backed out due to relay controversy signed by Barcelona?,football star backed out relay controversy signed Barcelona
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,2,,refine_query,0.0,3,,0.0,False,football star backed out relay controversy signed Barcelona,football star backed out relay controversy signed barcelona
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,1,,refine_query,0.0,2,,0.0,False,From whom did the Huguenots in the state encompassing Zubly Cemetery purchase land from?,From whom did Huguenots in South Carolina purchase land
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,2,,refine_query,0.0,3,,0.0,False,From whom did Huguenots in South Carolina purchase land,"From whom did the Huguenots in Aiken County, South Carolina purchase land to establish the New Windsor Township?"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,1,,refine_query,0.0,2,,0.0,False,What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,name of the mouth of the watercourse by rotterdam centrum
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,2,,refine_query,0.0,3,,0.0,False,name of the mouth of the watercourse by rotterdam centrum,What is the name of the mouth of the watercourse by Rotterdam Centrum?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,1,,refine_query,0.0,2,,0.0,False,Mohammed Atta has what kind of model of the company that makes Datsun Type 12?,Mohammed Atta Datsun model
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,2,,refine_query,0.0,3,,0.0,False,Mohammed Atta Datsun model,"What kind of Datsun model does Mohammed Atta have, if any?"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__167577_31122,1,,refine_query,0.0,2,,0.5,True,What century did the author of A Treatise Concerning the Principles of Human Knowledge live in?,century George Berkeley lived in
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__194469_83289,1,,refine_query,0.0,2,,0.5,True,Who is the guy in the One Last Time video by the participant in The Listening Sessions?,participant in The Listening Sessions featured in Ariana Grande's One Last Time video
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,1,,refine_query,0.0,2,,0.0,False,How many members in the seats of the organization that enacted the Directory of Public Worship into law are members of the Scottish Government?,number of Scottish Government members in organization that enacted Directory of Public Worship
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,2,,refine_query,0.0,3,,0.0,False,number of Scottish Government members in organization that enacted Directory of Public Worship,How many members of the Scottish Government were part of the organization that enacted the Directory of Public Worship into law?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,1,,refine_query,0.0,2,,0.5,True,What movement does the creator of the Washington Monument belong to?,creator of Washington Monument and their movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,2,,refine_query,0.0,3,,0.0,False,creator of Washington Monument and their movement,Robert Mills movement affiliation
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,1,,refine_query,0.0,2,,0.0,False,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,wife of Here Comes the Boom's screenwriter in Grown Ups actor
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,2,,refine_query,0.0,3,,0.0,False,wife of Here Comes the Boom's screenwriter in Grown Ups actor,Who is the wife of Here Comes the Boom's screenwriter in the movie Grown Ups?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,1,,refine_query,0.0,2,,0.5,True,Who was the father of the person who issued the Tamworth manifesto?,father of Robert Peel
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,,refine_query,0.0,2,,0.5,True,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,spouse of Arnold Schwarzenegger
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,,refine_query,0.0,2,,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,new season date show named after Politically Incorrect cast member
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,,refine_query,0.0,3,,0.0,False,new season date show named after Politically Incorrect cast member,Find a show named after a Politically Incorrect cast member and its new season release date.
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,,refine_query,0.0,2,,0.0,False,What administrative territorial entity includes the place where Bill Cockcroft was educated?,administrative territorial entity where Bill Cockcroft was educated
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,2,,refine_query,0.0,3,,0.5,True,administrative territorial entity where Bill Cockcroft was educated,What is the administrative territorial entity that includes The Judd School?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,,refine_query,0.0,2,,0.5,True,What other district is found in the same county as Gmina Stężyca?,"other districts in Ryki County, Lublin Voivodeship"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,1,,refine_query,0.0,2,,0.0,False,What is the mascot of the operator of RV Wecoma?,mascot of operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,2,,refine_query,0.0,3,,0.5,True,mascot of operator of RV Wecoma,What is the mascot of the College of Oceanic & Atmospheric Sciences at Oregon State University?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,1,,refine_query,0.0,2,,0.0,False,When was the football star who backed out due to relay controversy signed by Barcelona?,football star backed out of signing with Barcelona due to relay controversy year
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,2,,refine_query,0.0,3,,0.0,False,football star backed out of signing with Barcelona due to relay controversy year,Find evidence of a football star who backed out of signing with Barcelona due to a relay controversy.
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,1,initial,refine_query,0.0,2,structured_llm,0.0,False,From whom did the Huguenots in the state encompassing Zubly Cemetery purchase land from?,"Who did the Huguenots in Aiken County, South Carolina purchase land from?"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.0,False,"Who did the Huguenots in Aiken County, South Carolina purchase land from?","From whom did the Huguenots in South Carolina, specifically in the area of Zubly Cemetery, purchase land?"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,1,initial,refine_query,0.0,2,structured_llm,0.0,False,What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,name of the mouth of the watercourse by Rotterdam Centrum
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.0,False,name of the mouth of the watercourse by Rotterdam Centrum,What is the name of the mouth of the watercourse by Rotterdam Centrum?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,1,initial,refine_query,0.0,2,structured_llm,0.0,False,Mohammed Atta has what kind of model of the company that makes Datsun Type 12?,Does Mohammed Atta own or possess a Datsun model?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.0,False,Does Mohammed Atta own or possess a Datsun model?,What kind of Datsun model does Mohammed Atta have?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__167577_31122,1,initial,refine_query,0.0,2,structured_llm,0.0,False,What century did the author of A Treatise Concerning the Principles of Human Knowledge live in?,century of author of A Treatise Concerning the Principles of Human Knowledge
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,1,initial,refine_query,0.0,2,structured_llm,0.0,False,How many members in the seats of the organization that enacted the Directory of Public Worship into law are members of the Scottish Government?,number of Scottish Government members in Scottish Parliament when Directory of Public Worship was enacted
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,1,initial,refine_query,0.0,2,structured_llm,0.5,True,What movement does the creator of the Washington Monument belong to?,creator of Washington Monument and their movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,2,structured_llm,refine_query,0.0,3,structured_llm,0.0,False,creator of Washington Monument and their movement,movement of Robert Mills
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,1,initial,refine_query,0.0,2,structured_llm,0.0,False,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,wife of Here Comes the Boom screenwriter in Grown Ups actor
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.0,False,wife of Here Comes the Boom screenwriter in Grown Ups actor,Who is the wife of Here Comes the Boom's screenwriter in the movie Grown Ups?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,1,initial,refine_query,0.0,2,structured_llm,0.5,True,Who was the father of the person who issued the Tamworth manifesto?,father of Robert Peel
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,initial,refine_query,0.0,2,structured_llm,0.5,True,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,spouse of arnold schwarzenegger
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,initial,refine_query,0.0,2,structured_llm,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,show named for Politically Incorrect cast member new season
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.0,False,show named for Politically Incorrect cast member new season,Find a show named after a Politically Incorrect cast member and its new season release date.
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,initial,refine_query,0.0,2,structured_llm,0.0,False,What administrative territorial entity includes the place where Bill Cockcroft was educated?,administrative territorial entity where Bill Cockcroft was educated
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.5,True,administrative territorial entity where Bill Cockcroft was educated,What is the administrative territorial entity that includes the location of The Judd School and the University of South Bank?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,initial,refine_query,0.0,2,structured_llm,0.5,True,What other district is found in the same county as Gmina Stężyca?,other districts in Ryki County besides Gmina Stężyca
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,2,structured_llm,continue_search,0.0,3,structured_llm,0.0,False,other districts in Ryki County besides Gmina Stężyca,other district in Ryki County
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,1,initial,refine_query,0.0,2,structured_llm,0.0,False,What is the mascot of the operator of RV Wecoma?,mascot of operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.5,True,mascot of operator of RV Wecoma,What is the mascot of the College of Oceanic & Atmospheric Sciences at Oregon State University?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,1,initial,refine_query,0.0,2,structured_llm,0.0,False,When was the football star who backed out due to relay controversy signed by Barcelona?,football star backed out of signing with Barcelona due to relay controversy year
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_fallback_query_source_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,2,structured_llm,refine_query,0.0,3,verifier_fallback,0.0,False,football star backed out of signing with Barcelona due to relay controversy year,Find evidence about a football star who backed out of a deal with Barcelona due to a relay controversy.
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__129721_40482,1,initial,refine_query,0.0,2,structured_llm,0.0,False,From whom did the Huguenots in the state encompassing Zubly Cemetery purchase land from?,Huguenots purchase land from whom in state with Zubly Cemetery
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__131951_643670,1,initial,refine_query,0.0,2,structured_llm,0.0,False,What is the name for the mouth of the watercourse of the body of water by Rotterdam Centrum?,name of mouth of watercourse near Rotterdam Centrum
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__132854_417697,1,initial,refine_query,0.0,2,structured_llm,0.0,False,Mohammed Atta has what kind of model of the company that makes Datsun Type 12?,Mohammed Atta Datsun Type 12 connection
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__167577_31122,1,initial,refine_query,0.0,2,structured_llm,0.5,True,What century did the author of A Treatise Concerning the Principles of Human Knowledge live in?,century George Berkeley lived in
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__20268_42014,1,initial,refine_query,0.0,2,structured_llm,0.0,False,How many members in the seats of the organization that enacted the Directory of Public Worship into law are members of the Scottish Government?,number of members of Scottish Government also in Scottish Parliament when Directory of Public Worship enacted
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,1,initial,refine_query,0.0,2,structured_llm,0.5,True,What movement does the creator of the Washington Monument belong to?,creator of Washington Monument and their movement
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__244193_461106,2,structured_llm,refine_query,0.0,3,structured_llm,0.0,False,creator of Washington Monument and their movement,movement of Robert Mills
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,1,initial,refine_query,0.0,2,structured_llm,0.0,False,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,screenwriter of Here Comes the Boom and their wife's role in Grown Ups
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__247353_55227,2,structured_llm,refine_query,0.0,3,structured_llm,0.0,False,screenwriter of Here Comes the Boom and their wife's role in Grown Ups,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__25396_593388,1,initial,refine_query,0.0,2,structured_llm,0.5,True,Who was the father of the person who issued the Tamworth manifesto?,father of Robert Peel
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__2682_577502,1,initial,refine_query,0.0,2,structured_llm,0.5,True,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,Who is the spouse of Arnold Schwarzenegger?
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,1,initial,refine_query,0.0,2,structured_llm,0.0,False,When does the new season of the show named for the Politically Incorrect cast member?,show named after Politically Incorrect cast member new season
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__286621_84856,2,structured_llm,refine_query,0.0,3,structured_llm,0.0,False,show named after Politically Incorrect cast member new season,show named for Politically Incorrect cast member new season date
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__315267_277284,1,initial,refine_query,0.0,2,structured_llm,0.5,True,What administrative territorial entity includes the place where Bill Cockcroft was educated?,administrative territorial entity of The Judd School location
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__341176_711757,1,initial,refine_query,0.0,2,structured_llm,0.5,True,What other district is found in the same county as Gmina Stężyca?,"other districts in Ryki County, Lublin Voivodeship"
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,1,initial,refine_query,0.0,2,structured_llm,0.0,False,What is the mascot of the operator of RV Wecoma?,mascot of operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__351045_47134,2,structured_llm,refine_query,0.0,3,structured_llm,0.0,False,mascot of operator of RV Wecoma,mascot of operator of RV Wecoma
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,1,initial,refine_query,0.0,2,structured_llm,0.0,False,When was the football star who backed out due to relay controversy signed by Barcelona?,football star backed out of signing with Barcelona due to relay controversy year
layer1_api_balanced300_dense_bge_decomp_gate_claim_evidence_memory_structured_query_low_yield_abstain_claim_risk_subset30_agentic_rag_baseline,2hop__3739_13529,2,structured_llm,refine_query,0.0,3,structured_llm,0.0,False,football star backed out of signing with Barcelona due to relay controversy year,football star backed out of signing with Barcelona due to relay controversy year
